index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m
117,180.40,1.541,667.387,5.496,535.999,5.496,-1.76,61.4,,,0.00,0.00,0.00
118,181.94,1.542,665.892,5.477,535.630,5.477,-1.25,64.3,,,0.00,0.00,0.00
119,183.48,1.502,664.387,5.467,535.297,5.467,-0.71,66.6,,,0.00,0.00,0.00
120,184.98,1.505,662.915,5.453,535.004,5.453,-0.91,69.9,,,0.00,0.00,0.00
121,186.49,1.508,661.433,5.437,534.742,5.437,-1.05,75.2,,,0.00,0.00,0.00
122,188.00,1.513,659.944,5.420,534.510,5.420,-1.11,77.6,,,0.00,0.00,0.00
123,189.51,1.519,658.445,5.409,534.308,5.409,-0.76,78.7,,,0.00,0.00,0.00
124,191.03,1.526,656.937,5.403,534.133,5.403,-0.38,82.4,,,0.00,0.00,0.00
125,192.55,1.532,655.420,5.393,533.983,5.393,-0.63,85.8,,,0.00,0.00,0.00
126,194.09,1.539,653.894,5.382,533.860,5.382,-0.72,89.8,,,0.00,0.00,0.00
127,195.62,1.501,652.359,5.376,533.767,5.376,-0.38,93.3,,,0.00,0.00,0.00
128,197.13,1.507,650.860,5.377,533.700,5.377,0.00,96.3,,,0.00,0.00,0.00
129,198.63,1.513,649.354,5.371,533.656,5.371,-0.35,100.7,,,0.00,0.00,0.00
130,200.15,1.520,647.842,5.363,533.634,5.363,-0.55,105.3,,,0.00,0.00,0.00
131,201.67,1.526,646.323,5.361,533.634,5.361,-0.10,106.9,,,0.00,0.00,0.00
132,203.19,1.531,644.798,5.363,533.654,5.363,0.12,108.2,,,0.00,0.00,0.00
133,204.72,1.537,643.268,5.371,533.695,5.371,0.54,107.8,,,0.00,0.00,0.00
134,206.26,1.543,641.733,5.377,533.757,5.377,0.36,107.6,,,0.00,0.00,0.00
135,207.80,1.503,640.193,5.382,533.842,5.382,0.30,107.8,,,0.00,0.00,0.00
136,209.31,1.508,638.695,5.383,533.946,5.383,0.07,111.5,,,0.00,0.00,0.00
137,210.81,1.513,637.193,5.380,534.074,5.380,-0.14,113.5,,,0.00,0.00,0.00
138,212.33,1.518,635.688,5.381,534.224,5.381,0.06,114.3,,,0.00,0.00,0.00
139,213.85,1.523,634.180,5.385,534.393,5.385,0.26,117.3,,,0.00,0.00,0.00
140,215.37,1.528,632.669,5.388,534.581,5.388,0.20,119.4,,,0.00,0.00,0.00
141,216.90,1.533,631.156,5.389,534.787,5.389,0.02,122.5,,,0.00,0.00,0.00
142,218.43,1.537,629.641,5.392,535.015,5.392,0.25,126.1,,,0.00,0.00,0.00
143,219.97,1.541,628.125,5.394,535.261,5.394,0.09,127.3,,,0.00,0.00,0.00
144,221.51,1.544,626.609,5.392,535.528,5.392,-0.09,129.0,,,0.00,0.00,0.00
145,223.05,1.548,625.092,5.395,535.815,5.395,0.14,136.7,,,0.00,0.00,0.00
146,224.60,1.504,623.576,5.400,536.119,5.400,0.36,142.4,,,0.00,0.00,0.00
147,226.10,1.508,622.105,5.410,536.430,5.410,0.65,160.7,,,0.00,0.00,0.00
148,227.61,1.511,620.634,5.412,536.758,5.412,0.18,177.5,,,0.00,0.00,0.00
149,229.12,1.515,619.163,5.410,537.100,5.410,-0.19,191.3,,,0.00,0.00,0.00
150,230.64,1.520,617.692,5.408,537.456,5.408,-0.09,198.5,,,0.00,0.00,0.00
151,232.16,1.524,616.218,5.410,537.823,5.410,0.11,210.5,,,0.00,0.00,0.00
152,233.68,1.528,614.743,5.409,538.199,5.409,-0.06,215.3,,,0.00,0.00,0.00
153,235.21,1.532,613.266,5.406,538.586,5.406,-0.17,228.7,,,0.00,0.00,0.00
154,236.74,1.535,611.788,5.410,538.986,5.410,0.22,224.0,,,0.00,0.00,0.00
155,238.28,1.539,610.310,5.413,539.397,5.413,0.22,231.3,,,0.00,0.00,0.00
156,239.82,1.542,608.831,5.417,539.820,5.417,0.23,230.0,,,0.00,0.00,0.00
157,241.36,1.546,607.352,5.418,540.253,5.418,0.07,242.2,,,0.00,0.00,0.00
158,242.90,1.550,605.873,5.416,540.698,5.416,-0.09,265.1,,,0.00,0.00,0.00
159,244.45,1.504,604.392,5.414,541.151,5.414,-0.14,281.1,,,0.00,0.00,0.00
160,245.96,1.507,602.958,5.407,541.601,5.407,-0.51,314.5,,,0.00,0.00,0.00
161,247.47,1.511,601.523,5.408,542.060,5.408,0.11,394.1,,,0.00,0.00,0.00
162,248.98,1.514,600.087,5.413,542.525,5.413,0.34,452.4,,,0.00,0.00,0.00
163,250.49,1.517,598.650,5.419,542.998,5.419,0.37,705.5,,,0.00,0.00,0.00
164,252.01,1.520,597.212,5.424,543.477,5.424,0.31,766.8,,,0.00,0.00,0.00
165,253.53,1.524,595.771,5.428,543.959,5.428,0.27,813.8,,,0.00,0.00,0.00
166,255.05,1.527,594.329,5.429,544.446,5.429,0.09,845.4,,,0.00,0.00,0.00
167,256.58,1.530,592.883,5.430,544.935,5.430,0.04,945.9,,,0.00,0.00,0.00
168,258.11,1.533,591.436,5.430,545.428,5.430,-0.00,1122.3,,,0.00,0.00,0.00
169,259.64,1.536,589.987,5.435,545.925,5.435,0.33,1196.8,,,0.00,0.00,0.00
170,261.18,1.539,588.537,5.444,546.427,5.444,0.61,1196.8,,,0.00,0.00,0.00
171,262.71,1.542,587.084,5.449,546.932,5.449,0.28,1381.0,,,0.00,0.00,0.00
172,264.26,1.546,585.628,5.448,547.439,5.448,-0.07,1402.6,,,0.00,0.00,0.00
173,265.80,1.549,584.170,5.443,547.948,5.443,-0.30,1550.3,,,0.00,0.00,0.00
174,267.35,1.503,582.709,5.445,548.460,5.445,0.11,1664.6,,,0.00,0.00,0.00
175,268.85,1.505,581.292,5.445,548.956,5.445,0.04,1579.5,,,0.00,0.00,0.00
176,270.36,1.507,579.874,5.444,549.456,5.444,-0.07,1690.4,,,0.00,0.00,0.00
177,271.87,1.510,578.454,5.441,549.959,5.441,-0.20,1623.1,,,0.00,0.00,0.00
178,273.38,1.513,577.031,5.441,550.462,5.441,-0.04,1570.8,,,0.00,0.00,0.00
179,274.89,1.516,575.607,5.440,550.969,5.440,-0.04,1643.3,,,0.00,0.00,0.00
180,276.41,1.519,574.180,5.433,551.475,5.433,-0.43,1705.2,,,0.00,0.00,0.00
181,277.92,1.521,572.749,5.430,551.981,5.430,-0.24,1638.8,,,0.00,0.00,0.00
182,279.45,1.524,571.316,5.429,552.490,5.429,-0.08,1723.8,,,0.00,0.00,0.00
183,280.97,1.527,569.880,5.428,552.997,5.428,-0.06,1723.8,,,0.00,0.00,0.00
184,282.50,1.530,568.442,5.425,553.507,5.425,-0.16,1791.2,,,0.00,0.00,0.00
185,284.03,1.533,567.001,5.426,554.016,5.426,0.07,1843.4,,,0.00,0.00,0.00
186,285.56,1.535,565.556,5.426,554.525,5.426,-0.05,1933.6,,,0.00,0.00,0.00
187,287.09,1.538,564.110,5.422,555.037,5.422,-0.25,1873.7,,,0.00,0.00,0.00
188,288.63,1.540,562.661,5.419,555.548,5.419,-0.17,1822.8,,,0.00,0.00,0.00
189,290.17,1.542,561.209,5.418,556.060,5.418,-0.06,1822.8,,,0.00,0.00,0.00
190,291.71,1.545,559.756,5.411,556.573,5.411,-0.47,1822.8,,,0.00,0.00,0.00
191,293.26,1.547,558.300,5.403,557.085,5.403,-0.51,1822.8,,,0.00,0.00,0.00
192,294.81,1.550,556.841,5.399,557.596,5.399,-0.29,1766.8,,,0.00,0.00,0.00
193,296.36,1.553,555.379,5.399,558.107,5.399,0.05,1766.8,,,0.00,0.00,0.00
194,297.91,1.503,553.915,5.400,558.620,5.400,0.04,1826.7,,,0.00,0.00,0.00
195,299.41,1.506,552.496,5.393,559.116,5.393,-0.48,1861.7,,,0.00,0.00,0.00
196,300.92,1.509,551.075,5.381,559.611,5.381,-0.82,1803.0,,,0.00,0.00,0.00
197,302.43,1.511,549.652,5.375,560.106,5.375,-0.34,1678.0,,,0.00,0.00,0.00
198,303.94,1.512,548.226,5.376,560.601,5.376,0.03,1678.0,,,0.00,0.00,0.00
199,305.45,1.514,546.799,5.377,561.099,5.377,0.07,1734.0,,,0.00,0.00,0.00
200,306.96,1.517,545.370,5.372,561.595,5.372,-0.30,1623.0,,,0.00,0.00,0.00
201,308.48,1.519,543.938,5.367,562.091,5.367,-0.36,1542.6,,,0.00,0.00,0.00
202,310.00,1.521,542.503,5.357,562.586,5.357,-0.65,1566.8,,,0.00,0.00,0.00
203,311.52,1.522,541.066,5.351,563.081,5.351,-0.39,1625.5,,,0.00,0.00,0.00
204,313.04,1.524,539.627,5.352,563.574,5.352,0.06,1750.4,,,0.00,0.00,0.00
205,314.56,1.525,538.187,5.356,564.066,5.356,0.31,1705.1,,,0.00,0.00,0.00
206,316.09,1.526,536.744,5.355,564.558,5.355,-0.11,1556.3,,,0.00,0.00,0.00
207,317.62,1.528,535.300,5.353,565.049,5.353,-0.11,1667.3,,,0.00,0.00,0.00
208,319.14,1.528,533.854,5.356,565.539,5.356,0.22,1747.7,,,0.00,0.00,0.00
209,320.67,1.529,532.408,5.362,566.031,5.362,0.35,1684.7,,,0.00,0.00,0.00
210,322.20,1.530,530.960,5.366,566.521,5.366,0.29,1565.4,,,0.00,0.00,0.00
211,323.73,1.530,529.513,5.364,567.011,5.364,-0.12,1444.5,,,0.00,0.00,0.00
212,325.26,1.530,528.065,5.358,567.500,5.358,-0.40,1440.8,,,0.00,0.00,0.00
213,326.79,1.530,526.615,5.360,567.988,5.360,0.10,1430.8,,,0.00,0.00,0.00
214,328.32,1.529,525.166,5.366,568.474,5.366,0.41,1430.8,,,0.00,0.00,0.00
215,329.85,1.529,523.716,5.373,568.958,5.373,0.45,1246.8,,,0.00,0.00,0.00
216,331.38,1.528,522.267,5.373,569.440,5.373,-0.01,1358.3,,,0.00,0.00,0.00
217,332.91,1.526,520.817,5.373,569.919,5.373,-0.00,1346.1,,,0.00,0.00,0.00
218,334.43,1.526,519.369,5.374,570.398,5.374,0.12,1374.6,,,0.00,0.00,0.00
219,335.96,1.525,517.920,5.381,570.874,5.381,0.40,1423.6,,,0.00,0.00,0.00
220,337.48,1.523,516.473,5.385,571.348,5.385,0.29,1507.6,,,0.00,0.00,0.00
221,339.01,1.522,515.025,5.388,571.820,5.388,0.18,1365.9,,,0.00,0.00,0.00
222,340.53,1.520,513.579,5.390,572.290,5.390,0.13,1384.2,,,0.00,0.00,0.00
223,342.05,1.519,512.134,5.390,572.759,5.390,0.03,1263.3,,,0.00,0.00,0.00
224,343.57,1.518,510.689,5.394,573.227,5.394,0.27,1394.8,,,0.00,0.00,0.00
225,345.09,1.517,509.246,5.398,573.691,5.398,0.26,1439.9,,,0.00,0.00,0.00
226,346.60,1.515,507.802,5.404,574.153,5.404,0.39,1439.9,,,0.00,0.00,0.00
227,348.12,1.514,506.359,5.407,574.613,5.407,0.18,1350.5,,,0.00,0.00,0.00
228,349.63,1.512,504.918,5.407,575.071,5.407,-0.03,1492.2,,,0.00,0.00,0.00
229,351.14,1.510,503.478,5.406,575.527,5.406,-0.05,1529.5,,,0.00,0.00,0.00
230,352.65,1.509,502.039,5.410,575.982,5.410,0.26,1660.1,,,0.00,0.00,0.00
231,354.16,1.507,500.600,5.414,576.434,5.414,0.29,1660.1,,,0.00,0.00,0.00
232,355.67,1.506,499.163,5.417,576.886,5.417,0.21,1707.5,,,0.00,0.00,0.00
233,357.18,1.504,497.727,5.421,577.335,5.421,0.26,1707.5,,,0.00,0.00,0.00
234,358.68,1.503,496.293,5.429,577.783,5.429,0.55,1871.8,,,0.00,0.00,0.00
235,360.18,1.502,494.859,5.437,578.231,5.437,0.48,1871.8,,,0.00,0.00,0.00
236,361.68,1.552,493.426,5.439,578.677,5.439,0.17,1921.9,,,0.00,0.00,0.00
237,363.24,1.551,491.945,5.434,579.139,5.434,-0.32,1823.7,,,0.00,0.00,0.00
238,364.79,1.550,490.466,5.433,579.600,5.433,-0.06,1685.4,,,0.00,0.00,0.00
239,366.34,1.548,488.987,5.437,580.060,5.437,0.23,1685.4,,,0.00,0.00,0.00
240,367.89,1.547,487.510,5.446,580.521,5.446,0.56,1685.4,,,0.00,0.00,0.00
241,369.43,1.546,486.034,5.454,580.981,5.454,0.57,1585.3,,,0.00,0.00,0.00
242,370.98,1.544,484.560,5.462,581.442,5.462,0.51,1534.5,,,0.00,0.00,0.00
243,372.52,1.543,483.088,5.464,581.902,5.464,0.14,1611.6,,,0.00,0.00,0.00
244,374.06,1.541,481.616,5.462,582.362,5.462,-0.18,1709.8,,,0.00,0.00,0.00
245,375.61,1.539,480.146,5.461,582.820,5.461,-0.02,1848.1,,,0.00,0.00,0.00
246,377.14,1.537,478.677,5.463,583.276,5.463,0.15,1848.1,,,0.00,0.00,0.00
247,378.68,1.534,477.210,5.465,583.729,5.465,0.12,1848.1,,,0.00,0.00,0.00
248,380.21,1.531,475.746,5.467,584.182,5.467,0.13,1948.2,,,0.00,0.00,0.00
249,381.75,1.528,474.284,5.472,584.634,5.472,0.33,1928.6,,,0.00,0.00,0.00
250,383.27,1.523,472.825,5.481,585.083,5.481,0.54,1850.9,,,0.00,0.00,0.00
251,384.80,1.518,471.371,5.488,585.532,5.488,0.50,1850.9,,,0.00,0.00,0.00
252,386.31,1.514,469.921,5.495,585.979,5.495,0.44,1850.9,,,0.00,0.00,0.00
253,387.83,1.509,468.477,5.497,586.426,5.497,0.12,1771.1,,,0.00,0.00,0.00
254,389.34,1.504,467.036,5.493,586.871,5.493,-0.23,1572.9,,,0.00,0.00,0.00
255,390.84,1.549,465.600,5.491,587.314,5.491,-0.12,1572.9,,,0.00,0.00,0.00
256,392.39,1.544,464.121,5.496,587.771,5.496,0.32,1643.3,,,0.00,0.00,0.00
257,393.93,1.539,462.647,5.501,588.229,5.501,0.30,1722.0,,,0.00,0.00,0.00
258,395.47,1.534,461.177,5.505,588.681,5.505,0.23,1722.0,,,0.00,0.00,0.00
259,397.01,1.529,459.711,5.509,589.132,5.509,0.32,1722.0,,,0.00,0.00,0.00
260,398.54,1.525,458.250,5.512,589.580,5.512,0.18,1801.8,,,0.00,0.00,0.00
261,400.06,1.520,456.794,5.517,590.027,5.517,0.31,2000.0,,,0.00,0.00,0.00
262,401.58,1.515,455.341,5.521,590.471,5.521,0.26,2000.0,,,0.00,0.00,0.00
263,403.10,1.511,453.894,5.523,590.915,5.523,0.12,1851.8,,,0.00,0.00,0.00
264,404.61,1.506,452.450,5.523,591.358,5.523,0.06,1851.8,,,0.00,0.00,0.00
265,406.11,1.502,451.011,5.520,591.798,5.520,-0.25,1707.0,,,0.00,0.00,0.00
266,407.62,1.544,449.575,5.502,592.237,5.502,-1.16,1707.0,,,0.00,0.00,0.00
267,409.16,1.540,448.099,5.499,592.686,5.499,-0.19,1707.0,,,0.00,0.00,0.00
268,410.70,1.535,446.627,5.517,593.134,5.517,1.16,1707.0,,,0.00,0.00,0.00
269,412.23,1.530,445.160,5.531,593.583,5.531,0.90,1707.0,,,0.00,0.00,0.00
270,413.76,1.525,443.698,5.536,594.029,5.536,0.35,1855.2,,,0.00,0.00,0.00
271,415.29,1.520,442.241,5.542,594.475,5.542,0.37,1855.2,,,0.00,0.00,0.00
272,416.81,1.516,440.788,5.545,594.919,5.545,0.23,1957.4,,,0.00,0.00,0.00
273,418.33,1.511,439.339,5.553,595.361,5.553,0.52,1957.4,,,0.00,0.00,0.00
274,419.84,1.507,437.895,5.556,595.802,5.556,0.22,1915.5,,,0.00,0.00,0.00
275,421.34,1.502,436.455,5.559,596.242,5.559,0.19,1915.5,,,0.00,0.00,0.00
276,422.85,1.544,435.019,5.563,596.679,5.563,0.27,1915.5,,,0.00,0.00,0.00
277,424.39,1.540,433.542,5.569,597.127,5.569,0.36,1751.8,,,0.00,0.00,0.00
278,425.93,1.535,432.070,5.573,597.573,5.573,0.28,1616.8,,,0.00,0.00,0.00
279,427.46,1.530,430.602,5.578,598.018,5.578,0.34,1492.6,,,0.00,0.00,0.00
280,428.99,1.525,429.139,5.585,598.461,5.585,0.47,1290.3,,,0.00,0.00,0.00
281,430.52,1.520,427.680,5.597,598.900,5.597,0.74,1332.3,,,0.00,0.00,0.00
